Game ID,Genres,Developers,Publishers,Release date,Current price in €,Number of reviews,Positive rate in reviews in %,SteamDB score in %,Minimum requirements,Min configuration class
1197590,"['Action', 'Casual', 'Indie']",['One-Hand-Free Studios'],['One-Hand-Free Studios'],2020-04-10,2.59,71,85.0,74.98,"{'Processor': ' dual core @ 2.4ghz (64bit)', 'Memory': ' 512 MB RAM', 'Graphics': ' ATI 7540HD'}",1
1197670,"['Adventure', 'Casual', 'Indie']",['Game On Production'],['Alawar Entertainment'],2019-11-27,1.99,8,88.0,68.15,"{'Processor': ' 2 ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' 512 MB 3D video card'}",0
1197770,"['Adventure', 'Casual']",['HFTGames'],['HFTGames'],2019-12-06,9.99,140,79.0,72.55,"{'Processor': ' intel core i5 4590 or better', 'Memory': ' 8 GB RAM', 'Graphics': ' Direct X 11 GPU w/ 2GB'}",3
1197820,"['Adventure', 'Indie', 'Simulation', 'Early Access']",['Arvydas Žemaitis'],['Excalibur Games'],2020-10-13,9.09,69,87.0,76.67,"{'Processor': ' intel core i3 2ghz or equivalent', 'Memory': ' 8 GB RAM', 'Graphics': ' Dedicated graphics card with 1GB memory'}",2
1197010,"['Adventure', 'Casual', 'Indie']",['Snkl Studio'],['Snkl Studio'],2019-12-11,0.39,6,83.0,64.78,"{'Processor': ' 2.0 ghz cpu dual core', 'Memory': ' 1024 MB RAM', 'Graphics': ' 512 MB'}",1
1197030,"['Adventure', 'Casual', 'Indie']",['Holy Cow Productions'],['Holy Cow Productions'],2020-03-04,1.42,47,94.0,80.02,"{'Processor': ' intel core2 duo e6750 (2 * 2660) or equivalent / amd athlon 64 x2 dual core 5000+ (2 * 2600) or equivalent', 'Memory': ' 4 GB RAM', 'Graphics': ' Geforce GT 430 (1024 MB) / Radeon HD 5570 (1024 MB)'}",1
1197060,"['Massively Multiplayer', 'Strategy']",['Nonline Studios'],['Nonline Studios'],2019-12-27,0.0,41,63.0,59.06,"{'Processor': ' 2 ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' 128MB Video memory with shader model 4.0 capabilities'}",0
1197100,"['Action', 'Adventure', 'Indie']",['Nicolas Zurek'],['Nicolas Zurek'],2020-02-10,9.99,8,62.0,56.05,"{'Processor': ' 2.5 ghz', 'Memory': ' 1 GB RAM', 'Graphics': ' Direct X9.0c Compatible Card'}",0
1197110,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",['Tbjbu2'],['Tbjbu2'],2020-04-22,8.74,14,43.0,46.02,"{'Processor': ' intel core i5 3550 @ 3.3 ghz or amd fx-6300', 'Memory': ' 4 GB RAM', 'Graphics': ' AMD Radeon R7 370 or NVIDIA GeForce GTX 660/570'}",2
1197150,"['Casual', 'Indie']",['Yobob'],['Y.B.'],2020-01-02,0.79,36,81.0,70.25,"{'Processor': ' intel core2 duo or better', 'Memory': 'Not specified', 'Graphics': ' DirectX 9/OpenGL 4.1 capable GPU'}",0
1197210,"['Casual', 'Indie', 'Strategy']",['GAO'],['htaidisgust'],2020-01-11,0.47,17,71.0,61.96,"{'Processor': ' intel core i5', 'Memory': ' 512 MB RAM', 'Graphics': ' nVidia GT520'}",1
1197230,"['Adventure', 'Indie']",['Volrest'],['Volrest Games'],2020-01-30,0.43,19,95.0,76.58,"{'Processor': ' quad-core intel / amd processor, 2 ghz', 'Memory': ' 4 GB RAM', 'Graphics': ' 1 GB'}",0
1197280,"['Action', 'Adventure', 'Casual', 'Indie']",['Cyber Keks'],['Cyber Keks'],2020-01-09,0.39,42,74.0,65.96,"{'Processor': ' 2 ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' 2 GB'}",0
1197340,"['Action', 'Adventure']",['Kedexa'],['Kedexa'],2019-12-17,0.67,4,25.0,40.4,"{'Processor': ' core i3-7100 or equivalent', 'Memory': ' 2 MB RAM', 'Graphics': ' gts 450 or equivalent'}",1
1197370,"['Action', 'Adventure', 'Indie']",['Stanislaw Truchowski'],['TurnVex'],2019-12-06,1.31,286,92.0,84.1,"{'Processor': ' i5 + anything post 2015 should suffice', 'Memory': ' 4 GB RAM', 'Graphics': ' GTX 960 or slightly lower.'}",2
1197440,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",['Jaming Soo'],['YIBAILI SOFTWARE'],2020-02-11,8.19,67,46.0,47.32,"{'Processor': ' intel core™ duo or faster', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GeForce GTX 760 | AMD Radeon HD 7950'}",0
1196750,"['Action', 'Casual', 'Indie', 'RPG']",['Ero Team Triangle'],['Ero Team Triangle'],2019-12-18,1.31,32,25.0,33.73,"{'Processor': ' 1.5ghz processor or better', 'Memory': ' 4 MB RAM', 'Graphics': ' Integrated Graphics Chip'}",0
1196880,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",['Huntah'],['Darkness Development'],2020-02-18,0.0,76,68.0,62.81,"{'Processor': ' 2 ghz dual core', 'Memory': ' 2 GB RAM', 'Graphics': ' Hardware Accelerated Graphics with dedicated memory'}",1
1196890,"['Adventure', 'Indie', 'Strategy']",['CRGames'],['CRGames'],2020-01-13,0.79,14,93.0,73.89,"{'Processor': ' 2.5 ghz minimum', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA Geforce GTX 460 or better'}",0
1196260,"['Indie', 'Simulation', 'Sports', 'Strategy']",['Wolverine Studios'],['Wolverine Studios'],2019-11-29,8.39,12,50.0,50.0,"{'Processor': ' intel or amd 64 bit', 'Memory': ' 128 MB RAM', 'Graphics': ' 1280 x 768 display capable of running 32-bit color or higher'}",0
1196320,"['Action', 'Indie']",['Adrien E. Brown'],['Sirbrownie_Games'],2019-12-11,1.59,2,50.0,50.0,"{'Processor': ' intel or amd dual core cpu', 'Memory': ' 2 GB RAM', 'Graphics': ' Intel HD Graphics or AMD (formerly ATI) Radeon HD Graphics (Discrete): Nvidia GeForce 9600 GT or AMD Radeon HD 2400'}",1
1196350,"['Action', 'Adventure', 'Indie']",['MiL_Puzzle'],['MiL_Puzzle'],2019-12-16,0.81,7,43.0,46.68,"{'Processor': ' intel core i5 2.3ghz or amd equivalent', 'Memory': ' 4 GB RAM', 'Graphics': ' GeForce GT 540M or AMD equivalent'}",2
1196380,"['Adventure', 'Indie']",['Cicle Interactive'],['Cicle Interactive'],2020-08-03,4.99,5,60.0,54.17,"{'Processor': ' 2.4 ghz dual core cpu', 'Memory': ' 4 GB RAM', 'Graphics': ' 1024 MB'}",1
1196390,"['Adventure', 'Casual']",['Domini Games'],['Big Fish Games'],2019-11-22,2.86,6,83.0,64.78,"{'Processor': ' 2.0 ghz', 'Memory': ' 1024 MB RAM', 'Graphics': 'Not specified'}",0
1196400,"['Adventure', 'Casual']",['Eipix Entertainment'],['Big Fish Games'],2019-11-27,2.86,23,87.0,72.76,"{'Processor': ' 2.5 ghz', 'Memory': ' 1024 MB RAM', 'Graphics': 'Not specified'}",0
1196500,"['Action', 'Casual', 'Indie', 'Strategy']",['Funture Games'],['Funture Games'],2020-07-07,3.99,38,84.0,72.86,"{'Processor': ' 2.4 ghz dual core', 'Memory': ' 2 GB RAM', 'Graphics': ' NVIDIA GTX 260 or ATI 4850'}",1
1196520,['Adventure'],['Tom Simpson'],['Tom Simpson'],2019-12-10,0.59,7,57.0,53.32,"{'Processor': ' pentium or higher', 'Memory': ' 64 MB RAM', 'Graphics': ' 320x180, 32-bit color'}",0
1196570,"['Adventure', 'Casual', 'Indie', 'Strategy']","['The Creator Workgroup', 'SakuraGaming Studio Michigan']","['Crestruction', 'SakuraGaming Studio Shanghai']",2019-12-31,1.59,16,81.0,67.93,"{'Processor': ' intel core i5-4200h @ 2.8ghz', 'Memory': ' 4 GB RAM', 'Graphics': ' Intel HD Graphics 4600'}",2
1196630,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",['VEWO Interactive Inc.'],"['PQube Limited', 'VEWO Interactive Inc.']",2020-08-28,14.99,1015,93.0,88.08,"{'Processor': 'Not specified', 'Memory': 'Not specified', 'Graphics': ' Open GL 3.2+ Compliant'}",0
1196680,"['Adventure', 'Indie', 'RPG', 'Simulation']",['Swiper team'],['Swiper team'],2020-02-06,0.0,48,62.0,58.63,"{'Processor': ' intel core2 duo', 'Memory': ' 2 GB RAM', 'Graphics': ' DX9 (shader model 3.0)'}",0
1195870,"['Adventure', 'RPG', 'Strategy']",['Elementman Technology'],['Elementman Technology'],2019-12-18,0.79,5,80.0,62.51,"{'Processor': ' 1,7ghz dual core', 'Memory': ' 1 GB RAM', 'Graphics': ' Intel/AMD Integrated Graphics, 1GB VRAM'}",1
1195910,"['Adventure', 'Indie']",['Aiaz Marx'],['Aiaz Marx'],2020-02-06,5.24,32,91.0,76.45,"{'Processor': ' intel® pentium® 4 2.0 ghz equivalent or faster processor', 'Memory': ' 512 MB RAM', 'Graphics': ' GPU supporting OpenGL'}",0
1195920,"['Adventure', 'Indie']",['Barracuda Disaster'],['Barracuda Disaster'],2020-01-28,7.49,24,83.0,70.68,"{'Processor': ' intel core i5 3.20 ghz or amd equivalent', 'Memory': ' 8 GB RAM', 'Graphics': ' NVIDIA GeForce GTX 480 or higher'}",3
1195980,['RPG'],['Aphrodite'],['H-GAME'],2019-12-04,3.98,6,67.0,57.39,"{'Processor': ' intel(r) core(tm)2 duo cpu e8600 @ 3.33ghz', 'Memory': 'Not specified', 'Graphics': ' DirectX 9/OpenGL 4.1 capable GPU'}",0
1196080,"['Indie', 'Simulation', 'Early Access']",['Pavel Kudinov'],['Pavel Kudinov'],2020-06-05,12.49,33,85.0,72.79,"{'Processor': ' core i3', 'Memory': ' 2 GB RAM', 'Graphics': ' NVIDIA/AMD with OpenCL 1.2 support, 1+ GB VRAM'}",1
1196190,"['Action', 'Adventure', 'Indie']",['YukiOstudio'],['YukiOstudio'],2019-12-02,0.79,9,67.0,58.33,"{'Processor': ' intel core2 duo e6750 or equivalent / amd athlon 64 x2 dual core 5000+ or equivalent', 'Memory': ' 4 MB RAM', 'Graphics': ' Geforce GT 430 (1024 MB) / Radeon HD 5570 (1024 MB) - ! VERTICALE SYNC ACTIVED !'}",1
1195570,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",['Vadim Silver'],['Vadim Silver'],2019-12-12,8.19,4,75.0,62.51,"{'Processor': ' cpu: intel core i5-4590 or amd fx 8350 or better', 'Memory': ' 4 GB RAM', 'Graphics': ' Nvidia GeForce GTX 1060 / AMD Radeon RX 480 or better'}",2
1195620,"['Indie', 'Racing']",['Hyo Software'],['Hyo Software'],2019-12-27,4.99,9,78.0,63.89,"{'Processor': ' intel i3 or equivalent', 'Memory': ' 1 GB RAM', 'Graphics': ' DirectX 10 compatible'}",1
1195710,"['Adventure', 'Casual', 'RPG', 'Simulation', 'Strategy']","['Hit-Point Co.,Ltd.']",['KEMCO'],2020-02-04,14.99,10,90.0,70.57,"{'Processor': ' intel® core™ i3', 'Memory': ' 4 GB RAM', 'Graphics': ' 2GB VRAM'}",1
1195220,"['Action', 'Free to Play', 'Indie', 'Simulation', 'Strategy', 'Early Access']","['Phun Peeticharoenthum', 'Wichayuth Luaengtawekul', 'Noppasin Ngamsanguanprapa', 'Jeeratumrong Nakpracha', 'Pawika Khampawong']",['Phun Peeticharoenthum'],2020-02-14,0.0,153,78.0,72.19,"{'Processor': ' intel (r) core i3', 'Memory': ' 512 MB RAM', 'Graphics': ' Video card with 512 VRAM'}",1
1195230,"['Adventure', 'Casual']",['FIVE-BN GAMES'],['FIVE-BN GAMES'],2019-12-24,5.69,29,97.0,79.83,"{'Processor': ' 1.6 ghz', 'Memory': ' 1024 MB RAM', 'Graphics': 'Not specified'}",0
1195270,[],['iFAction Studio'],['iFAction Studio'],2020-01-15,40.11,81,84.0,75.68,"{'Processor': ' intel core i3-3200 or better', 'Memory': ' 2 GB RAM', 'Graphics': ' GT730 or better'}",1
1195320,"['Action', 'Casual', 'Indie']",['NAISU'],['NAISU'],2020-02-17,1.99,122,94.0,83.87,"{'Processor': ' 1.5 ghz core2duo', 'Memory': ' 1 GB RAM', 'Graphics': ' OpenGL 2 or higher'}",0
1195360,"['Adventure', 'Indie']",['Red Ego Games'],['Green Man Gaming Publishing '],2020-10-14,6.99,53,75.0,67.81,"{'Processor': ' core2duo', 'Memory': ' 3 GB RAM', 'Graphics': ' Any with hardware 3D acceleration'}",0
1195410,"['Indie', 'RPG', 'Strategy']","['Thylacine Studios', 'JaysGames']",['Thylacine Studios LLC'],2020-03-13,4.31,44,89.0,76.35,"{'Processor': 'Not specified', 'Memory': ' 2048 MB RAM', 'Graphics': 'Not specified'}",0
1195460,['Action'],['Elastic Games'],['Elastic Games'],2019-12-09,3.19,6752,61.0,60.36,"{'Processor': ' intel core i3 4130t (2.9ghz) / amd fx 6300 (3.5 ghz)', 'Memory': ' 8 GB RAM', 'Graphics': ' Nvidia GeForce GTX 470 (1 GB) / AMD Radeon HD 7770 (1 GB)'}",2
1194870,['Free to Play'],['Ameshiko'],['Ameshiko'],2019-12-09,0.0,28,93.0,77.3,"{'Processor': 'Not specified', 'Memory': 'Not specified', 'Graphics': ' 1280x720'}",0
1194890,"['Action', 'Indie', 'RPG', 'Strategy']",['1UP games'],['1UP games'],2019-12-20,9.99,2,50.0,50.0,"{'Processor': ' dual core cpu', 'Memory': ' 4 GB RAM', 'Graphics': 'Not specified'}",0
1194940,"['Indie', 'RPG']",['Lame Jam'],['Lame Jam'],2020-01-15,1.59,42,86.0,74.2,"{'Processor': ' 1.2ghz processor', 'Memory': ' 512 MB RAM', 'Graphics': ' DirectX Compatible graphics card with at least 32MB of video memory'}",0
1195020,"['Action', 'Adventure', 'Indie', 'RPG']",['Mature Games'],['Mature Games'],2020-05-30,0.97,392,77.0,72.46,"{'Processor': ' intel core 2 dual or amd equivalent', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GeForce GTX 1050 or AMD Equivalent'}",0
1195140,"['Action', 'Casual', 'Racing', 'Early Access']",['Jani Penttinen'],['Utopos Games'],2020-01-10,8.19,3,67.0,55.69,"{'Processor': 'Not specified', 'Memory': ' 4 GB RAM', 'Graphics': 'Not specified'}",0
1195170,"['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",['meokigame'],['meokigame'],2019-12-19,0.55,5,40.0,45.83,"{'Processor': ' support for all modern processors', 'Memory': ' 512 MB RAM', 'Graphics': ' For all video cards'}",0
1194390,"['Adventure', 'Casual', 'Indie']",['Gemlore'],['Gemlore'],2019-12-23,0.0,19,84.0,70.33,"{'Processor': ' intel(r) core(tm) i5-4690k', 'Memory': ' 4 GB RAM', 'Graphics': 'Not specified'}",2
1194490,"['Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",['石头工作室'],['石头工作室'],2020-05-19,3.29,2,50.0,50.0,"{'Processor': ' inter(r)xeon(r)cpu  e5506 @2.13ghz 2.13ghz', 'Memory': ' 8 GB RAM', 'Graphics': ' GeForce GTX 730'}",2
1194610,"['Action', 'Adventure']",['Starbreeze Studios'],['bitComposer Interactive GmbH'],2019-12-25,5.99,29,97.0,79.83,"{'Processor': ' intel pentium iii 600', 'Memory': ' 192 MB RAM', 'Graphics': ' Direct3D 8.1 compatible 3D accelerator card with Transform & Lighting capability (GeForce 1 or equal)'}",0
1194620,"['Action', 'Indie']",['Vlad Dunaev'],['Red twice potato'],2019-12-06,0.39,13,69.0,60.54,"{'Processor': ' 2.0+ ghz', 'Memory': ' 1 GB RAM', 'Graphics': ' Integrated Graphics'}",0
1194680,"['Action', 'Casual', 'Simulation']",['Forceight'],['Forceight'],2019-12-12,3.99,132,86.0,78.02,"{'Processor': ' intel core i3', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA GeForce GTX 660'}",1
1194690,"['Animation & Modeling', 'Design & Illustration', 'Education', 'Software Training', 'Utilities', 'Web Publishing', 'Game Development', 'Early Access']",['Sanya'],['Sanya'],2020-08-14,15.99,10,20.0,34.58,"{'Processor': ' 2.0 ghz (sse2 instruction set support)', 'Memory': ' 1 GB RAM', 'Graphics': ' Graphics card with OpenGL support'}",0
1194700,"['Casual', 'Indie', 'Simulation']",['FrozenWay'],"['FrozenWay', 'Frozen District', 'PlayWay S.A.']",2020-11-05,13.43,104,65.0,61.59,"{'Processor': ' cpu: intel i5-4590', 'Memory': ' 4 GB RAM', 'Graphics': ' Nvidia GeForce GTX 970, AMD Radeon RX 580'}",2
1194740,"['Free to Play', 'Indie']",['Not Fun Games'],['Not Fun Games'],2020-04-02,0.0,453,97.0,89.68,"{'Processor': ' 2.0 ghz core 2 duo', 'Memory': ' 2 GB RAM', 'Graphics': ' OpenGL 2.0 or DirectX 9.0c'}",0
1194770,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['Reroll Gaming'],['Reroll Gaming'],2019-12-09,7.55,38,76.0,67.58,"{'Processor': ' x86-compatible 2.6ghz or better', 'Memory': ' 5 GB RAM', 'Graphics': ' NVIDIA® GeForce® GTX 650 Ti or ATI Radeon™ HD 7850 or better'}",0
1194790,['Adventure'],['Impulse Machine'],['Impulse Machine'],2020-03-25,3.99,14,50.0,50.0,"{'Processor': ' intel i5-4590 / amd ryzen 5 1500x or greater', 'Memory': ' 8 GB RAM', 'Graphics': ' NVIDIA GTX 1060 / AMD Radeon RX 480 or greater'}",3
1193990,"['Adventure', 'Indie']",['N4bA'],['N4bA'],2019-12-28,1.31,41,90.0,77.18,"{'Processor': ' intel core i3', 'Memory': ' 3 GB RAM', 'Graphics': ' gtx 650 Ti'}",1
1194100,['Action'],['Atom Games'],['Atom Games'],2019-12-15,2.39,3,67.0,55.69,"{'Processor': ' 1ghz or faster', 'Memory': ' 2 GB RAM', 'Graphics': ' 2GB ram'}",0
1194140,"['Indie', 'RPG', 'Simulation', 'Strategy']",['Nicholas Rizzo'],['Nicholas Rizzo'],2019-12-16,4.09,33,52.0,50.99,"{'Processor': ' intel core i3 or amd equivelant', 'Memory': ' 4 GB RAM', 'Graphics': ' DX11 Compatible GPU with 2GB VRAM'}",1
1194220,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",['TagYourItGaming'],['TagYourItGaming'],2019-12-12,1.59,3,67.0,55.69,"{'Processor': ' intel core i3-3217u', 'Memory': ' 4 GB RAM', 'Graphics': ' Intel HD Graphics 4000'}",1
1194330,"['Action', 'Free to Play']",['White Fence Games LLC'],['White Fence Games LLC'],2019-12-05,3.99,13,85.0,68.97,"{'Processor': ' i5+', 'Memory': ' 4 GB RAM', 'Graphics': ' Nvidia GeForce GTX760+'}",2
1193550,['Strategy'],['Candy Rufus Games'],['Candy Rufus Games'],2019-11-27,0.0,48,81.0,71.57,"{'Processor': ' pentium 4 or newer', 'Memory': 'Not specified', 'Graphics': ' Any with DirectX11 support'}",0
1193570,"['Action', 'Casual', 'Indie']",['QCF Design'],['QCF Design'],2019-11-18,0.0,27,70.0,62.9,"{'Processor': ' i3 or equivalent', 'Memory': ' 2 GB RAM', 'Graphics': ' Integrated Graphics'}",1
1193760,"['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG']",['Not Yet'],"['Not Yet', 'Maple Whispering Limited']",2019-12-11,0.0,326,90.0,83.15,"{'Processor': ' 2.2 ghz dual core', 'Memory': ' 2 GB RAM', 'Graphics': ' Nvidia Geforce GTX 670 or AMD Radeon HD 7970'}",1
1193780,"['Casual', 'Indie']",['11Sheep'],['11Sheep'],2019-12-11,3.99,4,75.0,59.6,"{'Processor': ' intel i3 3rd generation or amd a4 5300', 'Memory': ' 1500 MB RAM', 'Graphics': ' NVIDIA Geforce GTX480+ or Radeon HD 5850'}",1
1193900,"['Adventure', 'Free to Play', 'Indie']",['MSOL'],['MSOL'],2019-11-29,0.0,183,82.0,75.32,"{'Processor': ' intel pentium d 830 (2* 3000) or equivalent / amd athlon 64 4000+ (2600) or equivalent', 'Memory': ' 1 GB RAM', 'Graphics': 'Not specified'}",0
1193040,"['Casual', 'Free to Play', 'Indie', 'Strategy']","['Shenzhen Huanjing Technology Co.,Ltd']","['Shenzhen Huanjing Technology Co.,Ltd']",2019-12-23,0.0,500,77.0,72.34,"{'Processor': ' intel i3-2100 / amd a8-5600k', 'Memory': ' 4 GB RAM', 'Graphics': ' GeForce GTX 630 / Radeon HD 6570'}",1
1193070,"['Casual', 'Free to Play']",['Team Zom Nom'],['Team Zom Nom'],2020-01-02,0.0,112,96.0,84.56,"{'Processor': ' intel i5 or equivalent', 'Memory': ' 1 GB RAM', 'Graphics': ' Nvidia GTX760 or equivalent'}",2
1193110,"['Action', 'Casual', 'Indie']",['FlyBoyStudio'],['FlyBoyStudio'],2019-11-26,0.0,30,67.0,60.74,"{'Processor': ' dual core 3ghz+', 'Memory': ' 400 MB RAM', 'Graphics': ' GeForce GTX 260, Radeon HD 5770, 1024 MB, Shader Model 3.0'}",1
1193120,"['Action', 'Free to Play', 'Indie', 'RPG']",['Vinicius Carmezini Malange'],['Vinicius Carmezini Malange'],2019-12-06,0.0,10,80.0,65.42,"{'Processor': ' intel core2 duo or better', 'Memory': ' 1300 MB RAM', 'Graphics': ' DirectX 9/OpenGL 4.1 capable GPU'}",0
1193160,"['Action', 'Indie']",['Laughing Fox Games'],['Laughing Fox Games'],2019-12-19,3.99,4,50.0,50.0,"{'Processor': ' dual core from intel or amd at 2.0 ghz', 'Memory': ' 2 GB RAM', 'Graphics': ' nVidia 320M or higher, or Radeon 7000 or higher, or Intel HD 3000 or higher'}",1
1193210,"['Adventure', 'Indie']",['Vyl Games'],['Vyl Games'],2020-03-15,1.69,7,86.0,66.62,"{'Processor': ' intel core i5-5200u cpu @ 2.20ghz', 'Memory': ' 2 GB RAM', 'Graphics': 'Not specified'}",2
1193430,"['Action', 'Casual', 'Early Access']",['Felipe Rodrigues'],['Felipe Rodrigues'],2020-02-26,8.39,11,91.0,71.55,"{'Processor': ' intel core 2 quad/ core i3 or equivalent amd', 'Memory': ' 1024 MB RAM', 'Graphics': ' GeForce 7600 GS (512 MB) or equivalent'}",1
1193450,"['Action', 'Casual', 'Indie']","['X-MiGuPLAY, LLC']","['X-MiGuPLAY, LLC']",2019-12-16,1.63,2,50.0,50.0,"{'Processor': ' i3 or higher', 'Memory': ' 1 GB RAM', 'Graphics': ' Graphics Card with 1 GB dedicated Video Memory'}",1
1193460,"['Casual', 'Indie', 'Strategy']",['DillyFrame'],['DillyFrame'],2019-11-29,0.4,7,86.0,66.62,"{'Processor': ' intel pentium cpu 2020m 2.4ghz equivalent', 'Memory': ' 4 GB RAM', 'Graphics': ' GeForce GT 635 M equivalent'}",0
1193510,['Free to Play'],['Staples VR'],['Antarctic Heritage Trust'],2020-07-23,0.0,19,84.0,70.33,"{'Processor': ' intel core i5-4590/amd fx 8350 equivalent or better', 'Memory': ' 4 GB RAM OR MORE MB RAM', 'Graphics': ' NVIDIA GeForce GTX 970, AMD Radeon R9 290 equivalent or better'}",1
1193520,"['Action', 'Adventure', 'Indie']",['feruloxstudios'],['feruloxstudios'],2019-12-11,0.82,14,93.0,73.89,"{'Processor': ' 1.5 ghz', 'Memory': ' 256 MB RAM', 'Graphics': ' Video Card Supporting OpenGL 2/3'}",0
1193530,"['Casual', 'Indie']",['XXIV'],['XXIV'],2019-12-18,8.39,12,75.0,63.45,"{'Processor': 'Not specified', 'Memory': ' 6 GB RAM', 'Graphics': 'Not specified'}",0
1192580,"['Action', 'Adventure', 'Indie', 'RPG']",['Nyanco Channel'],['Nyanco Channel'],2019-11-23,0.47,45,78.0,69.0,"{'Processor': ' dual core from intel / amd at 2.8 ghz', 'Memory': ' 4 GB RAM', 'Graphics': ' NVIDIA 9600GT, AMD HD3600'}",1
1192610,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",['Konnichiwa Games'],['Konnichiwa Games'],2020-02-10,0.99,350,79.0,73.68,"{'Processor': ' intel core 2 or similar', 'Memory': ' 2 MB RAM', 'Graphics': ' Graphics card with DX10'}",0
1192640,"['Casual', 'RPG']",['Lil Hentai Games'],['Lil Hentai Games'],2020-01-27,0.79,592,89.0,83.58,"{'Processor': ' 2 ghz dual core', 'Memory': ' 4 GB RAM', 'Graphics': ' Graphics card supporting DirectX 10.0'}",1
1192730,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",['Konnichiwa Games'],['Konnichiwa Games'],2020-01-04,0.39,121,69.0,64.85,"{'Processor': ' intel core 2 or similar', 'Memory': ' 2 GB RAM', 'Graphics': ' Graphics card with DX10'}",0
1192740,['Indie'],['Softened Cookie'],['Laush Studio'],2019-12-01,0.4,11,73.0,61.97,"{'Processor': ' intel core 2 quad q6600', 'Memory': ' 1 GB RAM', 'Graphics': ' NVIDIA Geforce EN9600GT'}",0
1192860,"['Adventure', 'Casual', 'Indie', 'RPG']",['木子工坊'],['HongbinGame'],2019-12-18,0.39,18,83.0,69.59,"{'Processor': ' intel core 2 due e6300 or amd althon x2 5000+', 'Memory': ' 1024 MB RAM', 'Graphics': ' NVIDIA 7300GT or ATI X1600'}",0
1192880,"['Action', 'Adventure', 'Casual', 'Indie']",['Cloaz Studio'],['Cloaz Studio'],2020-01-05,0.63,9,67.0,58.33,"{'Processor': 'Not specified', 'Memory': ' 512 MB RAM', 'Graphics': 'Not specified'}",0
1192890,"['Action', 'Indie']",['Cтрельба'],['Cтрельба'],2019-12-03,0.39,78,83.0,74.39,"{'Processor': ' intel core 2 due q6600 or amd althon x4 630', 'Memory': ' 1024 MB RAM', 'Graphics': ' NVIDIA 7600GS or ATI X1600 Pro'}",0
1192910,"['Casual', 'Indie']","['SimonCreative', 'STORIA']",['SimonCreative'],2019-12-13,14.27,71,99.0,85.18,"{'Processor': ' 1.8 ghz pentium 4', 'Memory': ' 2 GB RAM', 'Graphics': ' Nvidia GT610'}",0
1192950,"['Casual', 'Indie', 'Simulation']",['CAI KAI'],['CAI KAI'],2019-12-12,5.69,4,75.0,59.6,"{'Processor': 'Not specified', 'Memory': ' 2 GB RAM', 'Graphics': 'Not specified'}",0
1192070,"['Casual', 'Indie']",['Benjamin Berglund'],['DIG Publishing'],2019-11-19,0.47,10,60.0,55.14,"{'Processor': ' 1.0 ghz duo-core', 'Memory': ' 200 MB RAM', 'Graphics': ' Intel Integrated Graphics'}",0
1192310,"['Casual', 'Indie']",['Elementarium games'],['Elementarium games'],2019-12-06,0.39,17,82.0,68.8,"{'Processor': ' dual core 2.4 ghz', 'Memory': ' 1024 MB RAM', 'Graphics': ' Latest graphics drivers'}",1
1192380,"['Simulation', 'Sports', 'Strategy', 'Early Access']",['VIEWER READY'],['VIEWER READY'],2019-12-18,4.4,23,96.0,78.11,"{'Processor': ' i5', 'Memory': ' 8 GB RAM', 'Graphics': ' 970'}",3
1192390,['Action'],['Studio Cute'],['H-GAME'],2020-02-06,3.98,9,56.0,52.78,"{'Processor': ' intel(r) core(tm)2 duo cpu e8600 @ 3.33ghz', 'Memory': 'Not specified', 'Graphics': ' DirectX 9/OpenGL 4.1 capable GPU'}",0
1192410,"['Action', 'Adventure', 'Casual']",['Godam Inc.'],['EGG Inc.'],2019-12-12,0.0,6,67.0,57.39,"{'Processor': ' intel® core™ i5 9400 @2.90ghz', 'Memory': ' 8 GB RAM', 'Graphics': ' NVIDIA® GeForce® GTX 1050 2GB'}",3
1192420,['Simulation'],['Immersive VR Education'],['Immersive VR Education'],2020-11-30,19.99,16,62.0,58.55,"{'Processor': ' i7', 'Memory': ' 8 GB RAM', 'Graphics': ' GTX 980'}",3
